instance_id,lime_time_s
0,0.008902
1,0.008559
2,0.008056
3,0.007649
4,0.007824
5,0.008129
6,0.007453
7,0.007175
8,0.007204
9,0.007513
10,0.007692
11,0.007722
12,0.007608
13,0.007444
14,0.007557
15,0.007611
16,0.007683
17,0.007291
18,0.008365
19,0.009342
20,0.007455
21,0.00727
22,0.007428
23,0.008033
24,0.007852
25,0.007527
26,0.007638
27,0.009048
28,0.008228
29,0.00866
30,0.007581
31,0.008303
32,0.007828
33,0.008284
34,0.007445
35,0.007644
36,0.008322
37,0.007305
38,0.007185
39,0.007435
40,0.008335
41,0.007689
42,0.007338
43,0.007316
44,0.008159
45,0.008105
46,0.008088
47,0.010703
48,0.007937
49,0.007299
50,0.008817
51,0.008004
52,0.007583
53,0.008059
54,0.008258
55,0.00763
56,0.008303
57,0.007588
58,0.007538
59,0.007416
60,0.00752
61,0.007706
62,0.007177
63,0.007243
64,0.007258
65,0.008108
66,0.007439
67,0.007211
68,0.007262
69,0.007197
70,0.007496
71,0.007294
72,0.007181
73,0.007226
74,0.008191
75,0.008337
76,0.007496
77,0.007562
78,0.007409
79,0.007934
80,0.008099
81,0.007301
82,0.007143
83,0.007577
84,0.007279
85,0.007193
86,0.007169
87,0.008284
88,0.008496
89,0.007879
90,0.007465
91,0.008121
92,0.008164
93,0.007831
94,0.008547
95,0.008517
96,0.008474
97,0.007486
98,0.008466
99,0.008444
100,0.007615
101,0.007811
102,0.007241
103,0.008231
104,0.007487
105,0.007346
106,0.007178
107,0.007224
108,0.007212
109,0.0078
110,0.007234
111,0.007201
112,0.007121
113,0.007321
114,0.007167
115,0.008206
116,0.008195
117,0.008146
118,0.008169
119,0.00879
120,0.007636
121,0.007375
122,0.007215
123,0.007457
124,0.007418
125,0.008198
126,0.00795
127,0.007545
128,0.008199
129,0.007242
130,0.007567
131,0.008119
132,0.007375
133,0.007096
134,0.007795
135,0.007441
136,0.007271
137,0.00711
138,0.007185
139,0.00723
140,0.007198
141,0.007139
142,0.007167
143,0.007072
144,0.007232
145,0.007171
146,0.007151
147,0.007149
148,0.007235
149,0.007127
150,0.007156
151,0.007845
152,0.008044
153,0.007514
154,0.00747
155,0.007408
156,0.00841
157,0.007698
158,0.007598
159,0.007525
160,0.007353
161,0.007144
162,0.007457
163,0.007227
164,0.008201
165,0.007095
166,0.007216
167,0.007186
168,0.008154
169,0.008074
170,0.007184
171,0.007616
172,0.007756
173,0.008245
174,0.007775
175,0.007249
176,0.007148
177,0.007098
178,0.007106
179,0.007322
180,0.007901
181,0.007359
182,0.007201
183,0.00778
184,0.008409
185,0.00782
186,0.007612
187,0.007376
188,0.007261
189,0.008358
190,0.007607
191,0.007209
192,0.007197
193,0.007735
194,0.007157
195,0.007408
196,0.00734
197,0.007195
198,0.007495
199,0.007297
200,0.007613
201,0.007733
202,0.007493
203,0.007281
204,0.008253
205,0.008182
206,0.008342
207,0.00746
208,0.007227
209,0.007175
210,0.008194
211,0.008046
212,0.008779
213,0.012127
214,0.007992
215,0.007254
216,0.007304
217,0.00821
218,0.007585
219,0.008867
220,0.008591
221,0.008949
222,0.008202
223,0.007456
224,0.007282
225,0.008397
226,0.008684
227,0.007642
228,0.008427
229,0.007838
230,0.008291
231,0.007602
232,0.007364
233,0.00732
234,0.007938
235,0.007552
236,0.007404
237,0.007355
238,0.007163
239,0.007678
240,0.007801
241,0.00743
242,0.007258
243,0.007124
244,0.007348
245,0.007349
246,0.008257
247,0.00853
248,0.008591
249,0.008088
250,0.008055
251,0.007769
252,0.008004
253,0.007584
254,0.007248
255,0.008072
256,0.007801
257,0.00775
258,0.007831
259,0.007678
260,0.008296
261,0.007714
262,0.007335
263,0.007155
264,0.007558
265,0.007445
266,0.007322
267,0.007509
268,0.007317
269,0.008027
270,0.007725
271,0.007355
272,0.007423
273,0.007428
274,0.007251
275,0.008229
276,0.008187
277,0.007164
278,0.008024
279,0.007612
280,0.007626
281,0.007975
282,0.008353
283,0.008981
284,0.007353
285,0.007193
286,0.007564
287,0.007359
288,0.007231
289,0.007292
290,0.007285
291,0.007247
292,0.007653
293,0.008296
294,0.007679
295,0.007994
296,0.007707
297,0.00774
298,0.007635
299,0.007597
300,0.008044
301,0.007606
302,0.007853
303,0.007677
304,0.0081
305,0.008751
306,0.009203
307,0.007852
308,0.008212
309,0.008158
310,0.008539
311,0.00852
312,0.008802
313,0.007749
314,0.007664
315,0.007482
316,0.008113
317,0.007959
318,0.008374
319,0.00795
320,0.007601
321,0.00739
322,0.007315
323,0.007197
324,0.008048
325,0.007927
326,0.010936
327,0.007884
328,0.008469
329,0.007747
330,0.00738
331,0.007568
332,0.008353
333,0.008315
334,0.008238
335,0.008269
336,0.008831
337,0.008576
338,0.007668
339,0.00757
340,0.008295
341,0.007308
342,0.007204
343,0.007302
344,0.007837
345,0.008843
346,0.007345
347,0.007506
348,0.007736
349,0.00806
350,0.008964
351,0.007267
352,0.008059
353,0.007393
354,0.00759
355,0.00792
356,0.008181
357,0.007391
358,0.00747
359,0.007156
360,0.0073
361,0.008425
362,0.007388
363,0.00729
364,0.007208
365,0.007241
366,0.007427
367,0.008688
368,0.007279
369,0.00743
370,0.008027
371,0.008141
372,0.008632
373,0.007844
374,0.007625
375,0.007353
376,0.007216
377,0.007914
378,0.007346
379,0.008254
380,0.007949
381,0.008281
382,0.007449
383,0.007512
384,0.007951
385,0.007389
386,0.008182
387,0.00719
388,0.007161
389,0.007531
390,0.007655
391,0.00738
392,0.007452
393,0.007169
394,0.007215
395,0.007239
396,0.007183
397,0.007105
398,0.007415
399,0.007576
400,0.007473
401,0.007245
402,0.008075
403,0.00781
404,0.007533
405,0.008524
406,0.008111
407,0.008188
408,0.007764
409,0.007786
410,0.00735
411,0.008019
412,0.008911
413,0.007276
414,0.007723
415,0.008069
416,0.007347
417,0.007866
418,0.007335
419,0.007264
420,0.009382
421,0.011588
422,0.008089
423,0.008435
424,0.007628
425,0.008413
426,0.010494
427,0.008584
428,0.007559
429,0.00784
430,0.007667
431,0.007516
432,0.008629
433,0.007921
434,0.007539
435,0.007611
436,0.00736
437,0.008503
438,0.008201
439,0.008126
440,0.007584
441,0.00766
442,0.00729
443,0.007167
444,0.007236
445,0.008179
446,0.008326
447,0.00725
448,0.007266
449,0.007136
450,0.007792
451,0.007915
452,0.008595
453,0.008211
454,0.007243
455,0.00859
456,0.008241
457,0.007596
458,0.008516
459,0.007486
460,0.00802
461,0.008817
462,0.007991
463,0.007275
464,0.007363
465,0.008294
466,0.008337
467,0.008258
468,0.00818
469,0.007406
470,0.009491
471,0.007506
472,0.007366
473,0.007492
474,0.008585
475,0.008371
476,0.007285
477,0.008209
478,0.00766
479,0.007283
480,0.007219
481,0.007198
482,0.007436
483,0.009034
484,0.008589
485,0.008268
486,0.007966
487,0.00742
488,0.007499
489,0.007538
490,0.008687
491,0.008434
492,0.007544
493,0.008596
494,0.00862
495,0.007424
496,0.0074
497,0.007251
498,0.007147
499,0.007114
500,0.007546
501,0.008219
502,0.007142
503,0.007139
504,0.007094
505,0.007144
506,0.007161
507,0.007091
508,0.007089
509,0.007479
510,0.008586
511,0.007491
512,0.007781
513,0.007285
514,0.007196
515,0.007222
516,0.007147
517,0.007174
518,0.007727
519,0.008272
520,0.0073
521,0.007165
522,0.007336
523,0.007622
524,0.007292
525,0.00719
526,0.007183
527,0.007594
528,0.007403
529,0.011066
530,0.008362
531,0.007648
532,0.007544
533,0.0072
534,0.007152
535,0.008183
536,0.00816
537,0.008545
538,0.007601
539,0.007325
540,0.007271
541,0.0078
542,0.007968
543,0.007626
544,0.00734
545,0.008261
546,0.008555
547,0.008168
548,0.007569
549,0.007672
550,0.00746
551,0.007815
552,0.008363
553,0.008204
554,0.007177
555,0.007204
556,0.007804
557,0.007624
558,0.007211
559,0.007784
560,0.007324
561,0.007116
562,0.007244
563,0.007131
564,0.007626
565,0.007157
566,0.007099
567,0.007081
568,0.007144
569,0.007174
570,0.009866
571,0.007969
572,0.008366
573,0.007399
574,0.007213
575,0.008179
576,0.008208
577,0.007887
578,0.007348
579,0.007262
580,0.008216
581,0.007622
582,0.007429
583,0.007324
584,0.007161
585,0.007182
586,0.0077
587,0.007776
588,0.007444
589,0.007487
590,0.008339
591,0.007843
592,0.007325
593,0.007253
594,0.008039
595,0.007516
596,0.00727
597,0.007173
598,0.007418
599,0.007823
600,0.008472
601,0.007718
602,0.007511
603,0.007985
604,0.007361
605,0.008205
606,0.007842
607,0.008398
608,0.007972
609,0.007444
610,0.007242
611,0.008202
612,0.007161
613,0.007165
614,0.007115
615,0.00711
616,0.007856
617,0.007338
618,0.007207
619,0.008371
620,0.008201
621,0.007986
622,0.008357
623,0.007823
624,0.007489
625,0.008957
626,0.008913
627,0.008419
628,0.008713
629,0.008044
630,0.007348
631,0.007826
632,0.007482
633,0.008326
634,0.008277
635,0.008272
636,0.008549
637,0.007807
638,0.007279
639,0.008384
640,0.008259
641,0.00779
642,0.007325
643,0.007224
644,0.007291
645,0.007735
646,0.007404
647,0.00821
648,0.007248
649,0.007158
650,0.007369
651,0.007647
652,0.007783
653,0.0088
654,0.007576
655,0.007269
656,0.008267
657,0.007143
658,0.007582
659,0.007209
660,0.007254
661,0.008063
662,0.007772
663,0.007411
664,0.007277
665,0.007182
666,0.007097
667,0.008313
668,0.008346
669,0.008234
670,0.008036
671,0.007383
672,0.007558
673,0.007672
674,0.007308
675,0.0074
676,0.007366
677,0.007792
678,0.007307
679,0.007241
680,0.007186
681,0.007497
682,0.007267
683,0.007177
684,0.007211
685,0.007151
686,0.007553
687,0.007837
688,0.0079
689,0.008382
690,0.007806
691,0.007776
692,0.008777
693,0.00764
694,0.007786
695,0.007537
696,0.007493
697,0.007617
698,0.008613
699,0.007812
700,0.007771
701,0.008894
702,0.007503
703,0.007361
704,0.007162
705,0.007093
706,0.00761
707,0.00723
708,0.007391
709,0.007161
710,0.007117
711,0.007312
712,0.007382
713,0.007195
714,0.007202
715,0.007336
716,0.007208
717,0.007111
718,0.007168
719,0.007073
720,0.007169
721,0.007774
722,0.007549
723,0.007287
724,0.00731
725,0.007311
726,0.007213
727,0.007603
728,0.007364
729,0.010436
730,0.008556
731,0.007948
732,0.008999
733,0.007323
734,0.008326
735,0.008052
736,0.007591
737,0.007886
738,0.008224
739,0.007311
740,0.007658
741,0.007362
742,0.007769
743,0.007672
744,0.007457
745,0.007154
746,0.008377
747,0.007515
748,0.008304
749,0.008584
750,0.008949
751,0.007949
752,0.007487
753,0.0083
754,0.007421
755,0.007565
756,0.008337
757,0.007248
758,0.007123
759,0.007307
760,0.00712
761,0.007087
762,0.007185
763,0.007087
764,0.008166
765,0.007909
766,0.007246
767,0.007188
768,0.007243
769,0.007663
770,0.007305
771,0.007787
772,0.008046
773,0.007746
774,0.007358
775,0.007137
776,0.007074
777,0.007198
778,0.007117
779,0.007113
780,0.007477
781,0.007813
782,0.008484
783,0.008443
784,0.007917
785,0.007503
786,0.007484
787,0.008426
788,0.00837
789,0.007916
790,0.00734
791,0.007197
792,0.007144
793,0.007189
794,0.007439
795,0.008045
796,0.007554
797,0.008619
798,0.008833
799,0.008123
800,0.008458
801,0.007501
802,0.008903
803,0.007897
804,0.007354
805,0.007268
806,0.008631
807,0.008247
808,0.007824
809,0.007283
810,0.00774
811,0.007648
812,0.007248
813,0.007114
814,0.007285
815,0.007185
816,0.007529
817,0.007579
818,0.007537
819,0.007444
820,0.007969
821,0.00748
822,0.007621
823,0.007888
824,0.007375
825,0.00711
826,0.007688
827,0.007846
828,0.008781
829,0.00784
830,0.007282
831,0.007456
832,0.007365
833,0.007658
834,0.007475
835,0.00751
836,0.008434
837,0.007974
838,0.007313
839,0.007278
840,0.007115
841,0.007126
842,0.008193
843,0.007896
844,0.008215
845,0.008208
846,0.008178
847,0.0073
848,0.007307
849,0.008143
850,0.008144
851,0.007165
852,0.007168
853,0.007096
854,0.007176
855,0.007605
856,0.008425
857,0.007822
858,0.007331
859,0.007256
860,0.007245
861,0.007179
862,0.007173
863,0.007629
864,0.00748
865,0.007627
866,0.007407
867,0.007161
868,0.007632
869,0.007633
870,0.007206
871,0.007249
872,0.007457
873,0.008172
874,0.007302
875,0.007276
876,0.007296
877,0.007503
878,0.007711
879,0.007897
880,0.007581
881,0.008491
882,0.00831
883,0.007255
884,0.007471
885,0.008048
886,0.007741
887,0.007504
888,0.007407
889,0.00731
890,0.00822
891,0.008331
892,0.008242
893,0.007663
894,0.007748
895,0.007247
896,0.007187
897,0.007157
898,0.008025
899,0.007412
900,0.007317
901,0.007236
902,0.008389
903,0.007688
904,0.007158
905,0.007299
906,0.007223
907,0.008248
908,0.007565
909,0.007502
910,0.00852
911,0.007467
912,0.008963
913,0.008501
914,0.007475
915,0.007567
916,0.00843
917,0.008904
918,0.008499
919,0.008442
920,0.00792
921,0.007285
922,0.007171
923,0.007431
924,0.007589
925,0.007689
926,0.007454
927,0.009879
928,0.008042
929,0.007648
930,0.007634
931,0.007601
932,0.007544
933,0.00851
934,0.009164
935,0.007573
936,0.007202
937,0.007364
938,0.007312
939,0.007688
940,0.007347
941,0.007207
942,0.007225
943,0.007198
944,0.007172
945,0.00852
946,0.008001
947,0.00768
948,0.00817
949,0.007308
950,0.008234
951,0.008373
952,0.00816
953,0.007542
954,0.007307
955,0.007306
956,0.008207
957,0.007918
958,0.007527
959,0.007544
960,0.007347
961,0.007419
962,0.007596
963,0.007267
964,0.007257
965,0.007111
966,0.007601
967,0.007603
968,0.0074
969,0.007346
970,0.007193
971,0.007153
972,0.00741
973,0.008242
974,0.007654
975,0.008308
976,0.008243
977,0.008364
978,0.007918
979,0.008598
980,0.007502
981,0.007216
982,0.007104
983,0.007172
984,0.007117
985,0.007147
986,0.007095
987,0.007149
988,0.007144
989,0.007188
990,0.008737
991,0.007463
992,0.00727
993,0.007214
994,0.007374
995,0.007198
996,0.007737
997,0.0076
998,0.007431
999,0.007785
